Survived,Sex,Age,SibSp,Parch,Fare,Embarked_C,Embarked_Q,Embarked_S,Pclass_1,Pclass_2,Pclass_3,FamilySize,IsAlone,AgeGroup,FarePerPerson
1,0,39.0,1,0,4.041295341132285,0,0,1,1,0,0,2,0,3,2.0206476705661425
0,0,29.69911764705882,1,0,2.738146075922933,1,0,0,0,0,1,2,0,2,1.3690730379614664
1,1,32.0,0,0,2.188856327665703,0,0,1,0,0,1,1,1,2,2.188856327665703
1,0,25.0,1,1,3.4339872044851463,0,0,1,0,1,0,3,0,2,1.1446624014950488
1,0,39.0,1,1,4.717456363787216,1,0,0,1,0,0,3,0,3,1.5724854545957385
0,1,54.0,0,0,3.295836866004329,0,0,1,0,1,0,1,1,3,3.295836866004329
0,1,36.0,0,0,3.716616209085536,1,0,0,1,0,0,1,1,3,3.716616209085536
0,1,29.69911764705882,0,0,2.2734137156937657,1,0,0,0,0,1,1,1,2,2.2734137156937657
1,0,18.0,0,2,4.390118804571218,0,0,1,1,0,0,3,0,1,1.4633729348570725
0,1,47.0,0,0,2.772588722239781,0,0,1,0,1,0,1,1,3,2.772588722239781
1,1,60.0,1,1,4.384523514872469,1,0,0,1,0,0,3,0,3,1.4615078382908229
0,1,22.0,0,0,2.2027647577118348,0,0,1,0,0,1,1,1,2,2.2027647577118348
0,1,29.69911764705882,0,0,2.2027647577118348,0,0,1,0,0,1,1,1,2,2.2027647577118348
0,1,35.0,0,0,2.094945728215801,0,0,1,0,0,1,1,1,2,2.094945728215801
1,0,52.0,1,0,4.37281811610993,1,0,0,1,0,0,2,0,3,2.186409058054965
0,1,47.0,0,0,2.1102132003465894,0,0,1,0,0,1,1,1,3,2.1102132003465894
0,0,29.69911764705882,0,2,2.169053700369523,0,1,0,0,0,1,3,0,2,0.7230179001231744
0,1,37.0,1,0,3.295836866004329,0,0,1,0,1,0,2,0,3,1.6479184330021646
0,1,36.0,1,1,3.224857896545748,0,0,1,0,0,1,3,0,3,1.074952632181916
1,0,29.69911764705882,0,0,3.5263605246161616,0,0,1,0,1,0,1,1,2,3.5263605246161616
0,1,49.0,0,0,0.0,0,0,1,0,0,1,1,1,3,0.0
0,1,29.69911764705882,0,0,2.1071782966514356,1,0,0,0,0,1,1,1,2,2.1071782966514356
1,1,49.0,1,0,4.0592215752427645,1,0,0,1,0,0,2,0,3,2.0296107876213823
1,0,24.0,2,1,3.332204510175204,0,0,1,0,1,0,4,0,2,0.833051127543801
0,1,29.69911764705882,0,0,2.1855792552411137,0,0,1,0,0,1,1,1,2,2.1855792552411137
0,1,29.69911764705882,0,0,3.770459441106359,0,0,1,1,0,0,1,1,2,3.770459441106359
0,1,44.0,0,0,2.2027647577118348,0,0,1,0,0,1,1,1,3,2.2027647577118348
1,1,35.0,0,0,3.3160025355989236,1,0,0,1,0,0,1,1,2,3.3160025355989236
0,1,36.0,1,0,2.806386101823072,0,0,1,0,0,1,2,0,3,1.403193050911536
0,1,30.0,0,0,2.1855792552411137,0,0,1,0,0,1,1,1,2,2.1855792552411137
1,1,27.0,0,0,3.449987545831587,0,0,1,1,0,0,1,1,2,3.449987545831587
1,0,22.0,1,2,3.7513658711253766,1,0,0,0,1,0,4,0,2,0.9378414677813441
1,0,40.0,0,0,5.039951348430309,0,0,1,1,0,0,1,1,3,5.039951348430309
0,0,39.0,1,5,3.4742929367327062,0,0,1,0,0,1,7,0,3,0.4963275623903866
0,1,29.69911764705882,0,0,2.0856720914304723,0,0,1,0,0,1,1,1,2,2.0856720914304723
1,0,29.69911764705882,1,0,2.803360380906535,0,1,0,0,0,1,2,0,2,1.4016801904532674
0,1,29.69911764705882,0,0,2.169053700369523,0,1,0,0,0,1,1,1,2,2.169053700369523
0,1,35.0,0,0,2.2027647577118348,0,0,1,0,0,1,1,1,2,2.2027647577118348
1,0,24.0,1,2,4.189654742026425,0,0,1,0,1,0,4,0,2,1.0474136855066063
0,1,34.0,1,1,2.7343675094195836,0,0,1,0,0,1,3,0,2,0.9114558364731945
0,0,26.0,1,0,2.8390784635086144,0,0,1,0,0,1,2,0,2,1.4195392317543072
1,0,4.0,2,1,3.6888794541139363,0,0,1,0,1,0,4,0,0,0.9222198635284841
0,1,26.0,0,0,2.4423470353692043,0,0,1,0,1,0,1,1,2,2.4423470353692043
0,1,27.0,1,0,2.737880811060884,1,0,0,0,0,1,2,0,2,1.368940405530442
1,1,42.0,1,0,3.9806942251907276,0,0,1,1,0,0,2,0,3,1.9903471125953638
1,1,20.0,1,1,2.817902613071225,1,0,0,0,0,1,3,0,2,0.9393008710237417
0,1,21.0,0,0,2.180891922715322,0,0,1,0,0,1,1,1,2,2.180891922715322
0,1,21.0,0,0,2.8390784635086144,0,0,1,0,0,1,1,1,2,2.8390784635086144
0,1,61.0,0,0,3.5061818266142577,0,0,1,1,0,0,1,1,4,3.5061818266142577
0,1,57.0,0,0,2.5915163848462583,0,1,0,0,1,0,1,1,3,2.5915163848462583
1,0,21.0,0,0,4.368919865004903,0,0,1,1,0,0,1,1,2,4.368919865004903
0,1,26.0,0,0,2.1855792552411137,0,0,1,0,0,1,1,1,2,2.1855792552411137
0,1,29.69911764705882,0,0,2.167143305297764,0,1,0,0,0,1,1,1,2,2.167143305297764
1,1,80.0,0,0,3.4339872044851463,0,0,1,1,0,0,1,1,4,3.4339872044851463
0,1,51.0,0,0,2.086193694502369,0,0,1,0,0,1,1,1,3,2.086193694502369
1,1,32.0,0,0,3.449987545831587,1,0,0,1,0,0,1,1,2,3.449987545831587
0,1,29.69911764705882,0,0,0.0,0,0,1,1,0,0,1,1,2,0.0
0,0,9.0,3,2,3.3638415951183864,0,0,1,0,0,1,6,0,0,0.5606402658530644
1,0,28.0,0,0,2.6390573296152584,0,0,1,0,1,0,1,1,2,2.6390573296152584
0,1,32.0,0,0,2.188856327665703,0,0,1,0,0,1,1,1,2,2.188856327665703
0,1,31.0,1,1,3.305053521109253,0,0,1,0,1,0,3,0,2,1.1016845070364176
0,0,41.0,0,5,3.705920919968788,0,0,1,0,0,1,6,0,3,0.6176534866614647
0,1,29.69911764705882,1,0,2.8390784635086144,0,0,1,0,0,1,2,0,2,1.4195392317543072
0,1,20.0,0,0,2.180891922715322,0,0,1,0,0,1,1,1,2,2.180891922715322
1,0,24.0,0,0,4.252771798816619,1,0,0,1,0,0,1,1,2,4.252771798816619
0,0,2.0,3,2,3.3638415951183864,0,0,1,0,0,1,6,0,0,0.5606402658530644
1,1,29.69911764705882,0,0,4.05171190165724,0,0,1,0,0,1,1,1,2,4.05171190165724
1,0,0.75,2,1,3.0085645861193133,1,0,0,0,0,1,4,0,0,0.7521411465298283
1,1,48.0,1,0,4.353230991152628,1,0,0,1,0,0,2,0,3,2.176615495576314
0,1,19.0,0,0,2.1855792552411137,0,0,1,0,0,1,1,1,2,2.1855792552411137
1,1,56.0,0,0,3.597312260588446,1,0,0,1,0,0,1,1,3,3.597312260588446
0,1,29.69911764705882,0,0,2.145931282948669,0,0,1,0,0,1,1,1,2,2.145931282948669
1,0,23.0,0,0,2.145931282948669,0,0,1,0,0,1,1,1,2,2.145931282948669
0,1,29.69911764705882,0,0,2.1855792552411137,0,0,1,0,0,1,1,1,2,2.1855792552411137
1,0,18.0,0,1,3.1780538303479458,0,0,1,0,1,0,2,0,1,1.5890269151739729
0,1,21.0,0,0,2.2442459824059346,0,0,1,0,0,1,1,1,2,2.2442459824059346
1,0,29.69911764705882,0,0,2.17806441028492,0,1,0,0,0,1,1,1,2,2.17806441028492
0,0,18.0,0,0,2.0476928433652555,0,1,0,0,0,1,1,1,1,2.0476928433652555
0,1,24.0,2,0,4.310799125385514,0,0,1,0,1,0,3,0,2,1.4369330417951713
0,1,29.69911764705882,0,0,2.1855792552411137,0,0,1,0,0,1,1,1,2,2.1855792552411137
0,0,32.0,1,1,2.803360380906535,0,1,0,0,0,1,3,0,2,0.9344534603021782
0,1,23.0,0,0,2.6390573296152584,0,0,1,0,1,0,1,1,2,2.6390573296152584
0,1,58.0,0,2,4.738607824217808,1,0,0,1,0,0,3,0,3,1.579535941405936
1,1,50.0,2,0,4.902678819257608,0,0,1,1,0,0,3,0,3,1.6342262730858694
0,1,40.0,0,0,2.1071782966514356,1,0,0,0,0,1,1,1,3,2.1071782966514356
0,1,47.0,0,0,3.2804411805263554,0,0,1,1,0,0,1,1,3,3.2804411805263554
0,1,36.0,0,0,2.139571923732859,0,0,1,0,0,1,1,1,3,2.139571923732859
1,1,20.0,1,0,2.188856327665703,0,0,1,0,0,1,2,0,2,1.0944281638328515
0,1,32.0,2,0,4.310799125385514,0,0,1,0,1,0,3,0,2,1.4369330417951713
0,1,25.0,0,0,2.6390573296152584,0,0,1,0,1,0,1,1,2,2.6390573296152584
0,1,29.69911764705882,0,0,2.1719067693519296,0,0,1,0,0,1,1,1,2,2.1719067693519296
0,1,43.0,0,0,2.2027647577118348,0,0,1,0,0,1,1,1,3,2.2027647577118348
1,0,29.69911764705882,1,0,3.970291913552122,0,0,1,1,0,0,2,0,2,1.985145956776061
1,0,40.0,1,1,3.6888794541139363,0,0,1,0,1,0,3,0,3,1.2296264847046454
0,1,31.0,1,0,3.970291913552122,0,0,1,1,0,0,2,0,2,1.985145956776061
0,1,70.0,0,0,2.4423470353692043,0,0,1,0,1,0,1,1,4,2.4423470353692043
1,1,31.0,0,0,2.6390573296152584,0,0,1,0,1,0,1,1,2,2.6390573296152584
0,1,29.69911764705882,0,0,0.0,0,0,1,0,1,0,1,1,2,0.0
0,1,18.0,0,0,2.1719067693519296,0,0,1,0,0,1,1,1,1,2.1719067693519296
0,1,24.5,0,0,2.2027647577118348,0,0,1,0,0,1,1,1,2,2.2027647577118348
1,0,18.0,0,0,2.3833998102837652,0,0,1,0,0,1,1,1,1,2.3833998102837652
0,0,43.0,1,6,3.8691155044168695,0,0,1,0,0,1,8,0,3,0.4836394380521087
1,1,36.0,0,1,6.240917354759096,1,0,0,1,0,0,2,0,3,3.120458677379548
0,0,29.69911764705882,0,0,2.212386825075897,0,1,0,0,0,1,1,1,2,2.212386825075897
1,1,27.0,0,0,4.353230991152628,1,0,0,1,0,0,1,1,2,4.353230991152628
0,1,20.0,0,0,2.3248357019288655,0,0,1,0,0,1,1,1,2,2.3248357019288655
0,1,14.0,5,2,3.8691155044168695,0,0,1,0,0,1,8,0,1,0.4836394380521087
0,1,60.0,1,1,3.6888794541139363,0,0,1,0,1,0,3,0,3,1.2296264847046454
0,1,25.0,1,2,3.7513658711253766,1,0,0,0,1,0,4,0,2,0.9378414677813441
0,1,14.0,4,1,3.705920919968788,0,0,1,0,0,1,6,0,1,0.6176534866614647
0,1,19.0,0,0,2.4133032309283076,0,0,1,0,0,1,1,1,2,2.4133032309283076
0,1,18.0,0,0,2.174274334826008,0,0,1,0,0,1,1,1,1,2.174274334826008
1,0,15.0,0,1,5.35817698994543,0,0,1,1,0,0,2,0,1,2.679088494972715
1,1,31.0,1,0,4.060443010546419,0,0,1,1,0,0,2,0,2,2.0302215052732095
1,0,4.0,0,1,2.668387256845834,1,0,0,0,0,1,2,0,0,1.334193628422917
1,1,29.69911764705882,0,0,4.05171190165724,0,0,1,0,0,1,1,1,2,4.05171190165724
0,1,25.0,0,0,2.1071782966514356,1,0,0,0,0,1,1,1,2,2.1071782966514356
0,1,60.0,0,0,3.3160025355989236,0,0,1,1,0,0,1,1,3,3.3160025355989236
0,1,52.0,0,0,2.6741486494265287,0,0,1,0,1,0,1,1,3,2.6741486494265287
0,1,44.0,0,0,2.2027647577118348,0,0,1,0,0,1,1,1,3,2.2027647577118348
1,0,29.69911764705882,0,0,2.167143305297764,0,1,0,0,0,1,1,1,2,2.167143305297764
0,1,49.0,1,1,4.717456363787216,1,0,0,1,0,0,3,0,3,1.5724854545957385
0,1,42.0,0,0,2.157559320943788,0,0,1,0,0,1,1,1,3,2.157559320943788
1,0,18.0,1,0,5.4316456135398825,1,0,0,1,0,0,2,0,1,2.7158228067699413
1,1,35.0,0,0,3.3064287218760624,0,0,1,1,0,0,1,1,2,3.3064287218760624
0,0,18.0,0,1,2.737880811060884,1,0,0,0,0,1,2,0,1,1.368940405530442
0,1,25.0,0,0,2.1681046787623672,0,1,0,0,0,1,1,1,2,2.1681046787623672
0,1,26.0,1,0,2.180891922715322,0,0,1,0,0,1,2,0,2,1.090445961357661
0,1,39.0,0,0,3.295836866004329,0,0,1,0,1,0,1,1,3,3.295836866004329
1,0,45.0,0,0,2.6741486494265287,0,0,1,0,1,0,1,1,3,2.6741486494265287
1,1,42.0,0,0,3.3064287218760624,0,0,1,1,0,0,1,1,3,3.3064287218760624
1,0,22.0,0,0,5.027492411162679,0,0,1,1,0,0,1,1,2,5.027492411162679
1,1,29.69911764705882,1,1,2.7878344138303452,1,0,0,0,0,1,3,0,2,0.9292781379434484
1,0,24.0,0,0,3.922056501139853,1,0,0,1,0,0,1,1,2,3.922056501139853
0,1,29.69911764705882,0,0,3.3160025355989236,0,0,1,1,0,0,1,1,2,3.3160025355989236
1,1,48.0,1,0,3.970291913552122,0,0,1,1,0,0,2,0,3,1.985145956776061
0,1,29.0,0,0,2.3497835148230464,0,0,1,0,0,1,1,1,2,2.3497835148230464
0,1,52.0,0,0,2.6390573296152584,0,0,1,0,1,0,1,1,3,2.6390573296152584
0,1,19.0,0,0,2.157559320943788,0,0,1,0,0,1,1,1,2,2.157559320943788
1,0,38.0,0,0,5.4316456135398825,1,0,0,1,0,0,1,1,3,5.4316456135398825
1,0,27.0,0,0,2.4423470353692043,0,0,1,0,1,0,1,1,2,2.4423470353692043
0,1,29.69911764705882,0,0,2.803360380906535,0,1,0,0,0,1,1,1,2,2.803360380906535
0,1,33.0,0,0,2.1719067693519296,0,0,1,0,0,1,1,1,2,2.1719067693519296
1,0,6.0,0,1,3.5263605246161616,0,0,1,0,1,0,2,0,0,1.7631802623080808
0,1,17.0,1,0,2.086193694502369,0,0,1,0,0,1,2,0,1,1.0430968472511846
0,1,34.0,0,0,2.6390573296152584,0,0,1,0,1,0,1,1,2,2.6390573296152584
0,1,50.0,0,0,2.6390573296152584,0,0,1,0,1,0,1,1,3,2.6390573296152584
1,1,27.0,1,0,3.9908341858524357,0,0,1,1,0,0,2,0,2,1.9954170929262178
0,1,20.0,0,0,2.2682524139135403,0,0,1,0,0,1,1,1,2,2.2682524139135403
1,0,30.0,3,0,3.091042453358316,0,0,1,0,1,0,4,0,2,0.772760613339579
1,0,29.69911764705882,0,0,2.1676241075599285,0,1,0,0,0,1,1,1,2,2.1676241075599285
0,1,25.0,1,0,3.295836866004329,0,0,1,0,1,0,2,0,2,1.6479184330021646
0,0,25.0,1,0,2.188856327665703,0,0,1,0,0,1,2,0,2,1.0944281638328515
1,0,29.0,0,0,5.35817698994543,0,0,1,1,0,0,1,1,2,5.35817698994543
0,1,11.0,0,0,2.9850504252071306,1,0,0,0,0,1,1,1,0,2.9850504252071306
0,1,29.69911764705882,0,0,0.0,0,0,1,0,1,0,1,1,2,0.0
0,1,23.0,0,0,2.6390573296152584,0,0,1,0,1,0,1,1,2,2.6390573296152584
0,1,23.0,0,0,2.6390573296152584,0,0,1,0,1,0,1,1,2,2.6390573296152584
0,1,28.5,0,0,2.8390784635086144,0,0,1,0,0,1,1,1,2,2.8390784635086144
0,0,48.0,1,3,3.5660053559634015,0,0,1,0,0,1,5,0,3,0.7132010711926803
1,1,35.0,0,0,6.240917354759096,1,0,0,1,0,0,1,1,2,6.240917354759096
0,1,29.69911764705882,0,0,2.1855792552411137,0,0,1,0,0,1,1,1,2,2.1855792552411137
0,1,29.69911764705882,0,0,2.1855792552411137,0,0,1,0,0,1,1,1,2,2.1855792552411137
1,1,29.69911764705882,0,0,3.4339872044851463,0,0,1,1,0,0,1,1,2,3.4339872044851463
0,1,36.0,1,0,4.380149874661021,0,0,1,1,0,0,2,0,3,2.1900749373305106
1,0,21.0,2,2,5.5735788721243535,1,0,0,1,0,0,5,0,2,1.1147157744248708
0,1,24.0,1,0,2.8390784635086144,0,0,1,0,0,1,2,0,2,1.4195392317543072
1,1,31.0,0,0,2.188856327665703,0,0,1,0,0,1,1,1,2,2.188856327665703
0,1,70.0,1,1,4.276666119016055,0,0,1,1,0,0,3,0,4,1.4255553730053518
0,1,16.0,1,1,3.056356895370426,0,0,1,0,0,1,3,0,1,1.018785631790142
1,0,30.0,0,0,2.6390573296152584,0,0,1,0,1,0,1,1,2,2.6390573296152584
0,1,19.0,1,0,3.9908341858524357,0,0,1,1,0,0,2,0,2,1.9954170929262178
0,1,31.0,0,0,2.169053700369523,0,1,0,0,0,1,1,1,2,2.169053700369523
1,0,4.0,1,1,3.1780538303479458,0,0,1,0,1,0,3,0,0,1.0593512767826485
1,1,6.0,0,1,2.600836116795061,0,0,1,0,0,1,2,0,0,1.3004180583975304
0,1,33.0,0,0,2.3513752571634776,0,0,1,0,0,1,1,1,2,2.3513752571634776
0,1,23.0,0,0,2.1855792552411137,0,0,1,0,0,1,1,1,2,2.1855792552411137
1,0,48.0,1,2,4.189654742026425,0,0,1,0,1,0,4,0,3,1.0474136855066063
1,1,0.67,1,1,2.740840023925201,0,0,1,0,1,0,3,0,0,0.9136133413084003
0,1,28.0,0,0,2.174274334826008,0,0,1,0,0,1,1,1,2,2.174274334826008
0,1,18.0,0,0,2.5257286443082556,0,0,1,0,1,0,1,1,1,2.5257286443082556
0,1,34.0,0,0,2.2027647577118348,0,0,1,0,0,1,1,1,2,2.2027647577118348
1,0,33.0,0,0,4.471638793363569,0,0,1,1,0,0,1,1,2,4.471638793363569
0,1,29.69911764705882,0,0,2.740840023925201,0,0,1,0,0,1,1,1,2,2.740840023925201
0,1,41.0,0,0,2.094945728215801,0,0,1,0,0,1,1,1,3,2.094945728215801
1,1,20.0,0,0,2.1076888046179385,1,0,0,0,0,1,1,1,2,2.1076888046179385
1,0,36.0,1,2,4.795790545596741,0,0,1,1,0,0,4,0,3,1.1989476363991853
0,1,16.0,0,0,2.1719067693519296,0,0,1,0,0,1,1,1,1,2.1719067693519296
1,0,51.0,1,0,4.368919865004903,0,0,1,1,0,0,2,0,3,2.1844599325024516
0,1,29.69911764705882,0,0,3.703768066607687,1,0,0,1,0,0,1,1,2,3.703768066607687
0,0,30.5,0,0,2.169053700369523,0,1,0,0,0,1,1,1,2,2.169053700369523
0,1,29.69911764705882,1,0,3.224857896545748,0,1,0,0,0,1,2,0,2,1.612428948272874
0,1,32.0,0,0,2.236712348843338,0,0,1,0,0,1,1,1,2,2.236712348843338
0,1,24.0,0,0,2.3513752571634776,0,0,1,0,0,1,1,1,2,2.3513752571634776
0,1,48.0,0,0,2.180891922715322,0,0,1,0,0,1,1,1,3,2.180891922715322
0,0,57.0,0,0,2.4423470353692043,0,0,1,0,1,0,1,1,3,2.4423470353692043
0,1,29.69911764705882,0,0,2.1071782966514356,1,0,0,0,0,1,1,1,2,2.1071782966514356
1,0,54.0,1,3,3.1780538303479458,0,0,1,0,1,0,5,0,3,0.6356107660695891
0,1,18.0,0,0,2.169053700369523,0,0,1,0,0,1,1,1,1,2.169053700369523
0,1,29.69911764705882,0,0,2.169053700369523,0,1,0,0,0,1,1,1,2,2.169053700369523
1,0,5.0,0,0,2.600836116795061,0,0,1,0,0,1,1,1,0,2.600836116795061
0,1,29.69911764705882,0,0,2.1676241075599285,0,1,0,0,0,1,1,1,2,2.1676241075599285
1,0,43.0,0,1,5.35817698994543,0,0,1,1,0,0,2,0,3,2.679088494972715
1,0,13.0,0,0,2.1076888046179385,1,0,0,0,0,1,1,1,1,2.1076888046179385
1,0,17.0,1,0,4.060443010546419,0,0,1,1,0,0,2,0,1,2.0302215052732095
0,1,29.0,0,0,3.4339872044851463,0,0,1,1,0,0,1,1,2,3.4339872044851463
0,1,29.69911764705882,1,2,3.196630215920881,0,0,1,0,0,1,4,0,2,0.7991575539802203
0,1,25.0,0,0,2.0856720914304723,0,0,1,0,0,1,1,1,2,2.0856720914304723
0,1,25.0,0,0,2.1102132003465894,0,0,1,0,0,1,1,1,2,2.1102132003465894
1,0,18.0,0,0,2.139571923732859,0,0,1,0,0,1,1,1,1,2.139571923732859
0,1,8.0,4,1,3.405355391810819,0,1,0,0,0,1,6,0,0,0.5675592319684698
1,1,1.0,1,2,3.0715352369694915,0,0,1,0,0,1,4,0,0,0.7678838092423729
0,1,46.0,0,0,4.384523514872469,1,0,0,1,0,0,1,1,3,4.384523514872469
0,1,29.69911764705882,0,0,2.169053700369523,0,1,0,0,0,1,1,1,2,2.169053700369523
0,1,16.0,0,0,3.295836866004329,0,0,1,0,1,0,1,1,1,3.295836866004329
0,0,29.69911764705882,8,2,4.256321678298823,0,0,1,0,0,1,11,0,2,0.3869383343908021
0,1,29.69911764705882,0,0,3.4561841799918147,1,0,0,1,0,0,1,1,2,3.4561841799918147
0,1,25.0,0,0,2.1855792552411137,0,0,1,0,0,1,1,1,2,2.1855792552411137
0,1,39.0,0,0,2.6390573296152584,0,0,1,0,1,0,1,1,3,2.6390573296152584
1,0,49.0,0,0,3.2932111997353943,0,0,1,1,0,0,1,1,3,3.2932111997353943
1,0,31.0,0,0,2.270402752283094,0,0,1,0,0,1,1,1,2,2.270402752283094
0,1,30.0,0,0,2.1076888046179385,1,0,0,0,0,1,1,1,2,2.1076888046179385
0,0,30.0,1,1,3.224857896545748,0,0,1,0,0,1,3,0,2,1.074952632181916
0,1,34.0,0,0,2.6390573296152584,0,0,1,0,1,0,1,1,2,2.6390573296152584
1,0,31.0,1,1,3.305053521109253,0,0,1,0,1,0,3,0,2,1.1016845070364176
1,1,11.0,1,2,4.795790545596741,0,0,1,1,0,0,4,0,0,1.1989476363991853
1,1,0.42,0,1,2.2530481500547457,1,0,0,0,0,1,2,0,0,1.1265240750273728
1,1,27.0,0,0,2.076311648670908,0,0,1,0,0,1,1,1,2,2.076311648670908
0,1,31.0,0,0,2.1719067693519296,0,0,1,0,0,1,1,1,2,2.1719067693519296
0,1,39.0,0,0,0.0,0,0,1,1,0,0,1,1,3,0.0
0,0,18.0,0,0,2.1719067693519296,0,0,1,0,0,1,1,1,1,2.1719067693519296
0,1,39.0,0,0,2.6390573296152584,0,0,1,0,1,0,1,1,3,2.6390573296152584
1,0,33.0,1,0,3.9908341858524357,0,0,1,1,0,0,2,0,2,1.9954170929262178
0,1,26.0,0,0,2.184645795129359,0,0,1,0,0,1,1,1,2,2.184645795129359
0,1,39.0,0,0,3.224857896545748,0,0,1,0,0,1,1,1,3,3.224857896545748
0,1,35.0,0,0,2.4423470353692043,0,0,1,0,1,0,1,1,2,2.4423470353692043
0,0,6.0,4,2,3.4742929367327062,0,0,1,0,0,1,7,0,0,0.4963275623903866
0,1,30.5,0,0,2.2027647577118348,0,0,1,0,0,1,1,1,2,2.2027647577118348
0,1,29.69911764705882,0,0,0.0,0,0,1,1,0,0,1,1,2,0.0
0,0,23.0,0,0,2.188856327665703,0,0,1,0,0,1,1,1,2,2.188856327665703
0,1,31.0,1,1,3.637696679934592,1,0,0,0,1,0,3,0,2,1.2125655599781973
0,1,43.0,0,0,2.0082140323914683,0,0,1,0,0,1,1,1,3,2.0082140323914683
0,1,10.0,3,2,3.3638415951183864,0,0,1,0,0,1,6,0,0,0.5606402658530644
1,0,52.0,1,1,4.548599834499697,0,0,1,1,0,0,3,0,3,1.5161999448332324
1,1,27.0,0,0,2.2682524139135403,0,0,1,0,0,1,1,1,2,2.2682524139135403
0,1,38.0,0,0,0.0,0,0,1,1,0,0,1,1,3,0.0
1,0,27.0,0,1,2.600836116795061,0,0,1,0,0,1,2,0,2,1.3004180583975304
0,1,2.0,4,1,3.705920919968788,0,0,1,0,0,1,6,0,0,0.6176534866614647
0,1,29.69911764705882,0,0,2.0731719286662407,0,1,0,0,0,1,1,1,2,2.0731719286662407
0,1,29.69911764705882,0,0,4.05171190165724,0,0,1,0,0,1,1,1,2,4.05171190165724
1,1,1.0,0,2,3.637696679934592,1,0,0,0,1,0,3,0,0,1.2125655599781973
1,1,29.69911764705882,0,0,2.169053700369523,0,1,0,0,0,1,1,1,2,2.169053700369523
1,0,62.0,0,0,4.394449154672439,0,0,0,1,0,0,1,1,4,4.394449154672439
1,0,15.0,1,0,2.737880811060884,1,0,0,0,0,1,2,0,1,1.368940405530442
1,1,0.83,1,1,2.9831534913471307,0,0,1,0,1,0,3,0,0,0.9943844971157102
0,1,29.69911764705882,0,0,2.1076888046179385,1,0,0,0,0,1,1,1,2,2.1076888046179385
0,1,23.0,0,0,2.180891922715322,0,0,1,0,0,1,1,1,2,2.180891922715322
0,1,18.0,0,0,2.2300144001592104,0,0,1,0,0,1,1,1,1,2.2300144001592104
1,0,39.0,1,1,4.432699549165613,1,0,0,1,0,0,3,0,3,1.4775665163885376
0,1,21.0,0,0,2.2682524139135403,0,0,1,0,0,1,1,1,2,2.2682524139135403
0,1,29.69911764705882,0,0,2.2027647577118348,0,0,1,0,0,1,1,1,2,2.2027647577118348
1,1,32.0,0,0,4.05171190165724,0,0,1,0,0,1,1,1,2,4.05171190165724
1,1,29.69911764705882,0,0,3.4242626545931514,1,0,0,1,0,0,1,1,2,3.4242626545931514
0,1,20.0,0,0,2.188856327665703,0,0,1,0,0,1,1,1,2,2.188856327665703
0,1,16.0,0,0,2.4423470353692043,0,0,1,0,1,0,1,1,1,2.4423470353692043
1,0,30.0,0,0,3.4657359027997265,1,0,0,1,0,0,1,1,2,3.4657359027997265
0,1,34.5,0,0,2.006534770871748,1,0,0,0,0,1,1,1,2,2.006534770871748
0,1,17.0,0,0,2.2682524139135403,0,0,1,0,0,1,1,1,1,2.2682524139135403
0,1,42.0,0,0,2.145931282948669,0,0,1,0,0,1,1,1,3,2.145931282948669
0,1,29.69911764705882,8,2,4.256321678298823,0,0,1,0,0,1,11,0,2,0.3869383343908021
0,1,35.0,0,0,2.1855792552411137,1,0,0,0,0,1,1,1,2,2.1855792552411137
0,1,28.0,0,1,3.5263605246161616,0,0,1,0,1,0,2,0,2,1.7631802623080808
1,0,29.69911764705882,1,0,4.500966778400217,1,0,0,1,0,0,2,0,2,2.2504833892001086
0,1,4.0,4,2,3.4742929367327062,0,0,1,0,0,1,7,0,0,0.4963275623903866
0,1,74.0,0,0,2.1719067693519296,0,0,1,0,0,1,1,1,4,2.1719067693519296
0,0,9.0,1,1,2.7878344138303452,1,0,0,0,0,1,3,0,0,0.9292781379434484
1,0,16.0,0,1,3.6988297849671046,0,0,1,1,0,0,2,0,1,1.8494148924835523
0,0,44.0,1,0,3.295836866004329,0,0,1,0,1,0,2,0,3,1.6479184330021646
1,0,18.0,0,1,2.336986519711378,0,0,1,0,0,1,2,0,1,1.168493259855689
1,0,45.0,1,1,5.11118445372147,0,0,1,1,0,0,3,0,3,1.70372815124049
1,1,51.0,0,0,3.3160025355989236,0,0,1,1,0,0,1,1,3,3.3160025355989236
1,0,24.0,0,3,3.0085645861193133,1,0,0,0,0,1,4,0,2,0.7521411465298283
0,1,29.69911764705882,0,0,2.1076888046179385,1,0,0,0,0,1,1,1,2,2.1076888046179385
0,1,41.0,2,0,2.7152442616824506,0,0,1,0,0,1,3,0,3,0.9050814205608169
0,1,21.0,1,0,2.5257286443082556,0,0,1,0,1,0,2,0,2,1.2628643221541278
1,0,48.0,0,0,3.2932111997353943,0,0,1,1,0,0,1,1,3,3.2932111997353943
0,0,29.69911764705882,8,2,4.256321678298823,0,0,1,0,0,1,11,0,2,0.3869383343908021
0,1,24.0,0,0,2.6390573296152584,0,0,1,0,1,0,1,1,2,2.6390573296152584
1,0,42.0,0,0,2.6390573296152584,0,0,1,0,1,0,1,1,3,2.6390573296152584
1,0,27.0,1,0,2.698558631668595,1,0,0,0,1,0,2,0,2,1.3492793158342975
0,1,31.0,0,0,3.941500250945973,0,0,1,1,0,0,1,1,2,3.941500250945973
